"shRanBP6_1.CEL"	"shRanBP6_2.CEL"	"shRanBP6_3.CEL"	"shRanBP6_DOX_1.CEL"	"shRanBP6_DOX_2.CEL"	"shRanBP6_DOX_3.CEL"
"LOC101928694"	4.0044	4.0329	3.8256	3.834	3.9352	3.8617
"LOC101928697"	3.4201	3.3282	3.3582	3.266	3.5836	3.4043
"LOC101928700"	3.3318	3.3013	3.6375	3.1572	3.397	3.3947
"LOC101928702"	3.5898	3.4022	3.4408	3.4115	3.5585	3.5197
"LOC101928707"	3.9157	4.1986	4.0142	4.314	4.3131	4.1573
"LOC101928708"	4.9131	4.8292	4.909	4.793	4.634	4.762
"LOC101928710"	4.1934	4.3616	4.1519	4.1222	4.2202	4.1066
"LOC101928716"	3.2122	3.1805	3.2603	3.4384	3.3101	3.5998
"LOC101928718"	4.9371	4.9237	4.9977	4.6935	4.9977	4.8703
"LOC101928725"	5.1907	5.0469	5.2995	5.2929	5.2858	5.5718
"LOC101928727"	4.3415	4.195	4.2753	4.2298	4.2879	4.1839
"LOC101928728"	5.2348	5.194	5.3517	5.3933	5.3232	5.4295
"LOC101928730"	3.6122	3.8691	3.88	3.8624	3.734	3.7376
"LOC101928731"	3.7902	3.6324	3.8298	3.3426	3.7747	3.4191
"LOC101928739"	2.991	3.0237	2.9759	3.0024	3.0024	3.089
"LOC101928741"	4.2445	4.1968	4.5003	4.253	4.4625	4.3686
"LOC101928748"	3.9616	3.795	3.8608	3.7905	4.0506	3.8702
"LOC101928751"	4.1262	3.9315	4.1384	4.2405	4.3137	4.1055
"LOC101928760"	4.817	4.6996	5.0957	4.6718	5.0083	4.8687
"LOC101928762"	6.002	6.218	5.947	6.1301	6.2529	6.1823
"LOC101928767"	3.4676	3.5484	3.6535	3.647	3.7162	3.5452
"LOC101928778"	5.4877	5.1145	5.2929	5.0094	5.3329	5.3564
"LOC101928797"	3.4071	3.5429	3.4082	3.6862	3.4402	3.4964
"LOC101928809"	2.956	3.1323	3.233	3.2193	3.0651	2.9593
"LOC101928813"	4.0024	3.7143	4.0257	3.822	3.8948	3.8427
"LOC101928817"	4.0536	4.1576	4.241	4.1941	4.1849	4.3592
"LOC101928820"	4.17	4.1541	4.1449	4.0885	4.3989	4.0351
"LOC101928823"	3.2959	3.1235	3.1393	3.0568	3.089	3.3344
"LOC101928833"	3.637	3.5152	3.5912	3.3836	3.2703	3.3453
"LOC101928834"	3.7719	3.6317	3.4975	3.5624	3.4167	3.6445
"LOC101928837"	5.7508	5.6952	5.5298	5.5649	5.671	5.8469
"LOC101928841"	4.6489	4.7563	4.7232	4.6784	4.7004	4.739
"LOC101928844"	6.4253	6.2469	6.2179	6.3321	6.3998	6.4513
"LOC101928845"	4.7303	4.6529	4.6274	4.4426	4.6238	4.6241
"LOC101928847"	6.295	6.1353	6.3138	5.8712	6.1365	5.8629
"LOC101928850"	3.7458	3.7066	3.8819	3.7658	3.7592	3.9453
"LOC101928851"	4.2425	4.3127	4.5048	4.2799	4.5044	4.5572
"LOC101928858"	4.5505	4.4246	4.6855	4.5838	4.458	4.4287
"LOC101928861"	3.7426	3.7987	3.956	3.8294	3.7845	3.7316
"LOC101928865"	4.067	4.1011	4.1204	4.1226	4.1014	4.3376
"LOC101928877"	3.1156	3.0971	3.1122	3.0115	2.9467	3.0115
"LOC101928881"	6.3762	6.432	6.3192	6.3299	6.2205	6.3869
"LOC101928886"	3.9572	4.2527	4.1659	4.1343	4.1723	4.1078
"LOC101928893"	3.3733	3.1613	3.0739	3.0612	3.1666	2.9469
"LOC101928894"	4.9835	4.7583	4.7868	4.569	4.8424	4.6274
"LOC101928896"	3.6996	3.5993	3.6877	3.6464	3.6315	3.756
"LOC101928902"	3.6664	3.6706	3.7522	3.5858	3.8073	3.7684
"LOC101928907"	3.8416	3.6378	3.657	3.5474	3.6219	3.6181
"LOC101928909"	3.8583	3.9903	4.1937	4.0548	4.0743	4.1982
"LOC101928917"	4.0896	4.2013	4.1003	3.8729	3.9295	4.0746
"LOC101928933"	4.713	4.7259	4.9608	4.3923	4.6517	4.3923
"LOC101928937"	4.2983	4.187	4.3129	4.2077	4.3238	4.264
"LOC101928940"	3.3027	3.2913	3.3356	3.3293	3.3255	3.233
"LOC101928943"	3.7263	3.6005	3.7222	3.5125	3.8659	3.6266
"LOC101928955"	3.7542	3.8376	3.8457	3.8658	3.9546	3.9446
"LOC101928961"	3.0525	3.047	3.1794	2.985	3.0546	3.0416
"LOC101928963"	6.9745	7.0449	7.0247	6.9897	6.9975	7.0712
"LOC101928973"	5.2027	5.2082	5.1356	5.068	5.1242	5.0358
"LOC101928978"	3.9593	3.9742	3.9405	4.0459	4.0123	4.0239
"LOC101928985"	6.0826	6.0586	6.1194	5.8567	6.0824	6.0457
"LOC101928988"	3.3697	3.3898	3.337	3.3416	3.204	3.2859
"LOC101928989"	5.3449	5.5001	5.4285	5.4622	5.4827	5.4686
"LOC101928995"	3.6759	3.721	3.6794	3.5933	3.5391	3.5509
"LOC101929002"	5.0463	5.0511	5.12	4.7157	5.0995	5.3023
"LOC101929004"	3.8725	3.993	3.9699	3.7962	3.9263	3.8256
"LOC101929007"	5.0281	5.0006	5.0046	4.881	5.1054	5.1404
"LOC101929019"	3.4793	3.5028	3.6352	3.3697	3.7112	3.6351
"LOC101929027"	4.9533	5.319	5.1794	5.2143	5.0055	5.3411
"LOC101929034"	4.1937	3.9646	4.191	3.9812	4.1173	4.0666
"LOC101929050"	3.4606	3.4656	3.5101	3.3599	3.3636	3.4045
"LOC101929064"	3.9713	3.9883	3.9597	3.8665	3.9819	4.011
"LOC101929073"	4.2958	4.2541	4.2584	4.2291	4.356	4.2517
"LOC101929076"	5.3373	4.987	4.9492	4.824	5.0253	4.9409
"LOC101929084"	6.1319	5.9687	6.0923	5.9245	6.0656	6.157
"LOC101929109"	3.5755	3.2776	3.3701	3.4433	3.5533	3.3296
"LOC101929112"	7.8026	7.7778	7.5995	8.2894	8.3253	8.3095
"LOC101929114"	4.9007	4.5687	5.0039	4.6968	4.7574	4.7551
"LOC101929116"	3.9558	4.3015	4.0786	4.147	4.2107	4.1259
"LOC101929122"	3.9007	4.4041	4.1957	3.9815	4.2057	4.091
"LOC101929123"	5.3769	4.9862	5.017	4.9337	5.1985	5.2003
"LOC101929125"	4.316	4.5917	4.16	4.6596	4.621	4.5155
"LOC101929132"	4.9358	5.2268	5.0852	5.0893	4.95	4.9451
"LOC101929133"	3.6552	3.6048	3.6251	3.5876	3.5774	3.5941
"LOC101929144"	3.5508	3.7406	3.5528	3.588	3.4484	3.6338
"LOC101929147"	6.1935	6.2867	6.1822	6.0418	6.0485	5.9896
"LOC101929148"	3.9016	3.8567	3.8742	3.7721	3.7414	3.9119
"LOC101929151"	3.9361	3.677	3.7947	3.965	3.919	3.7818
"LOC101929153"	3.2847	3.2114	3.365	3.1433	3.2823	3.243
"LOC101929154"	3.5983	3.5547	3.6179	3.4455	3.596	3.5757
"LOC101929164"	4.1182	3.9915	4.2002	4.1993	4.246	4.2806
"LOC101929172"	5.2861	5.1563	5.1087	4.8957	4.986	5.2361
"LOC101929174"	3.4537	3.3084	3.243	3.0552	3.1983	3.1749
"LOC101929180"	5.3405	5.2407	5.1428	5.1019	5.2719	5.262
"LOC101929181"	4.5285	4.4407	4.3518	4.4195	4.4024	4.5557
"LOC101929188"	5.3343	5.4056	5.0571	4.9556	5.0607	4.9325
"LOC101929210"	3.7642	3.6981	3.6979	3.5833	3.5696	3.6746
"LOC101929224"	4.0233	3.842	3.9576	3.9616	4.0782	3.9888
"LOC101929229"	4.8223	4.7963	4.743	4.5203	4.6205	4.7801
"LOC101929239"	3.3741	3.1311	3.3036	3.1775	3.2181	3.1878
"LOC101929241"	4.0987	4.0665	4.1937	4.0753	4.0332	4.102
"LOC101929243"	7.9008	7.8032	7.7293	7.8247	7.8699	7.6761
"LOC101929248"	5.2288	5.209	5.3985	5.3935	5.4387	5.4442
"LOC101929255"	3.8177	3.8004	3.912	3.953	3.8776	3.8492
"LOC101929260"	4.425	4.4555	4.4965	4.4792	4.4463	4.3663
"LOC101929261"	3.5522	3.3918	3.2707	3.1771	3.3608	3.1553
"LOC101929268"	4.4849	4.2876	4.447	3.9939	4.4974	4.4386
"LOC101929269"	5.0968	4.8413	4.9345	4.4746	4.6832	4.8252
"LOC101929272"	3.2667	3.4037	3.1408	3.1241	3.4115	3.4546
"LOC101929279"	5.5381	5.5047	5.5386	5.4727	5.6987	5.644
"LOC101929280"	6.9072	6.9135	7.0771	6.9785	6.9598	7.0391
"LOC101929284"	3.8682	3.9894	4.0277	3.8776	4.0323	4.2647
"LOC101929288"	4.0479	3.8598	4.2019	4.1533	3.9723	3.9422
"LOC101929289"	5.9095	5.4715	5.7819	5.857	5.8646	5.9667
"LOC101929297"	3.9303	3.9099	3.9035	4.0742	3.9055	3.9953
"LOC101929305"	4.9019	4.6806	4.8541	5.0325	5.0677	5.1337
"LOC101929312"	3.7984	3.4115	3.6328	3.5479	3.4596	3.3777
"LOC101929315"	4.6026	4.5236	4.4983	4.464	4.5379	4.4127
"LOC101929319"	3.5034	3.6505	3.4115	3.672	3.4904	3.474
"LOC101929325"	4.7499	4.7532	4.6821	4.7169	4.658	4.8455
"LOC101929340"	4.3044	4.2097	4.0554	4.1717	4.358	4.2387
"LOC101929341"	3.0822	3.569	3.1024	3.1116	3.1391	3.114
"LOC101929372"	5.3825	5.2563	4.9765	5.025	5.1467	5.2139
"LOC101929378"	4.1633	3.9881	4.0727	4.535	4.4483	4.2906
"LOC101929384"	4.0284	4.0093	3.9371	3.9812	3.9501	3.8717
"LOC101929398"	5.6423	5.5734	5.6619	5.5409	5.6675	5.3938
"LOC101929406"	4.8966	4.9058	5.0511	5.0339	4.9058	5.122
"LOC101929413"	3.7672	3.6464	3.8119	3.6351	3.6403	3.6912
"LOC101929441"	6.3136	6.1456	6.2631	6.1821	6.3009	6.1064
"LOC101929450"	3.756	3.8244	3.8068	3.7488	3.8036	3.7563
"LOC101929454"	3.6517	3.5233	3.5878	3.685	3.6204	3.5233
"LOC101929459"	3.4759	3.5227	3.3941	3.5378	3.4749	3.3671
"LOC101929460"	4.7819	5.0153	5.0546	5.1191	5.0811	5.1472
"LOC101929464"	5.8437	5.9717	5.9518	5.968	6.0148	5.8654
"LOC101929465"	4.5022	4.1979	4.4495	4.4739	4.3945	4.4646
"LOC101929473"	3.634	3.5949	3.8256	3.7208	3.7064	3.4391
"LOC101929475"	5.7986	5.3727	5.5327	5.3889	5.4667	5.4607
"LOC101929480"	4.1947	3.9886	4.1815	4.0758	3.914	4.2597
"LOC101929486"	3.5113	3.4679	3.6814	3.6352	3.4446	3.5799
"LOC101929488"	6.0446	5.8455	5.9761	5.7936	5.9144	6.0105
"LOC101929497"	3.593	3.5593	3.5853	3.4813	3.4356	3.4426
"LOC101929504"	4.5734	4.4237	4.2145	4.3152	4.3845	4.3624
"LOC101929505"	4.0393	4.2601	4.0974	4.2645	4.3441	4.2359
"LOC101929511"	3.8603	3.6873	3.8877	3.9582	3.7834	3.8983
"LOC101929512"	4.3715	4.2117	4.3012	4.3417	4.4675	4.2829
"LOC101929517"	3.723	3.7605	3.8433	3.7435	3.7435	3.7492
"LOC101929524"	3.6262	3.3966	3.3963	3.3302	3.3826	3.5032
"LOC101929526"	4.9913	5.0626	5.0015	5.0368	5.3298	5.2747
"LOC101929528"	3.5986	3.8342	3.8535	3.52	3.6623	3.6469
"LOC101929529"	3.7086	3.8223	3.7204	3.8195	3.7125	3.8117
"LOC101929538"	4.213	4.0037	4.168	3.9768	3.9827	4.1536
"LOC101929549"	5.2003	4.6414	4.8431	4.7025	4.749	4.8549
"LOC101929550"	5.3333	5.3278	5.4076	5.1802	5.049	5.4768
"LOC101929552"	4.3334	3.9945	4.1468	4.1167	4.2127	4.2396
"LOC101929570"	2.7968	2.9597	2.834	2.7356	2.8536	3.0514
"LOC101929584"	4.9777	5.1688	5.2266	4.8571	4.9228	4.9847
"LOC101929586"	4.4203	4.2692	4.3659	4.3041	4.389	4.3958
"LOC101929592"	3.961	4.004	4.0295	3.9254	4.0125	4.2354
"LOC101929607"	2.8666	2.979	2.9547	2.9858	2.9463	2.8594
"LOC101929609"	5.2405	5.402	5.5273	5.2844	5.3725	5.5112
"LOC101929622"	3.4028	3.4228	3.7425	3.3042	3.3042	3.4028
"LOC101929628"	3.9479	3.7897	3.8025	3.8652	4.1281	3.9294
"LOC101929631"	4.0251	3.9465	3.8725	3.8295	3.9629	3.9212
"LOC101929645"	3.3999	3.3237	3.6878	3.7662	3.6108	3.3432
"LOC101929657"	4.5724	4.3906	4.3836	4.3511	4.2642	4.3185
"LOC101929660"	3.3908	3.1219	3.2731	3.1859	3.1951	3.2721
"LOC101929662"	4.5016	4.6525	4.7689	4.6832	4.3729	4.6525
"LOC101929680"	4.483	4.631	4.3276	4.2701	4.3965	4.395
"LOC101929681"	4.906	5.0363	5.0662	4.9287	4.8956	5.2499
"LOC101929694"	3.711	3.6088	3.7322	3.5482	3.7254	3.8368
"LOC101929705"	3.9601	4.3196	4.2428	4.4217	4.0254	3.9335
"LOC101929709"	6.8744	6.9519	6.9943	6.7454	6.7629	6.76
"LOC101929715"	5.1397	5.1322	5.1384	5.1784	5.2018	5.2274
"LOC101929717"	4.147	4.112	4.0294	3.8908	4.0277	3.8445
"LOC101929718"	6.0485	5.8601	5.8523	5.6896	5.6738	5.4249
"LOC101929719"	3.7595	4.0037	3.8596	3.6941	3.9562	3.8567
"LOC101929726"	5.3771	5.23	5.4084	5.2989	5.3672	5.4277
"LOC101929741"	3.464	3.4616	3.4857	3.9349	3.5374	3.8287
"LOC101929745"	4.1656	3.9516	3.8722	4.1041	3.948	4.1688
"LOC101929747"	5.6504	5.7733	5.6555	5.5782	5.6712	5.5251
"LOC101929752"	5.1435	5.0688	5.4757	5.0085	5.3082	5.3946
"LOC101929759"	7.0223	7.1527	7.0376	6.9056	6.7414	6.7437
"LOC101929762"	3.8589	4.336	4.2853	3.863	4.1023	3.943
"LOC101929774"	3.9337	3.627	4.0279	4.031	3.928	3.9416
"LOC101929787"	7.0225	7.2764	7.1296	7.4799	7.2553	7.3483
"LOC101929872"	5.2762	5.0914	5.1531	4.9675	5.1583	5.2134
"LOC101929897"	5.8064	5.981	5.9723	6.0963	5.8548	5.9899
"LOC101929902"	4.2724	4.3406	4.2414	4.3222	4.2824	4.2539
"LOC101929926"	4.5793	4.4728	4.6609	4.8231	4.9265	4.9555
"LOC101929963"	3.8548	3.7801	3.8393	3.6043	3.863	3.955
"LOC101929964"	3.7731	3.7319	3.7221	3.7331	3.7709	3.846
"LOC101929988"	4.9493	5.1479	4.9805	5.2161	5.071	5.2906
"LOC101930028"	2.9829	2.9648	3.1267	2.9593	3.0722	2.9768
"LOC101930067"	4.2873	4.3842	3.8482	4.3324	4.0514	3.9882
"LOC101930081"	4.0718	4.0442	4.0913	3.8256	3.9062	4.0147
"LOC101930114"	5.2412	4.8736	5.2282	4.95	5.1821	5.3731
"LOC101930149"	3.7138	3.4371	3.9679	3.6761	3.5422	3.5574
"LOC101930164"	3.1056	3.0637	3.1348	2.9912	2.9662	3.0892
"LOC101930370"	4.5059	4.5083	4.5016	4.6209	4.5355	4.5311
"LOC101930421"	5.6248	5.5464	5.5893	5.3847	5.4848	5.5715
"LOC101930452"	3.1178	3.1294	3.1602	3.1602	3.2191	3.191
"LOC102467079"	3.8487	3.7956	3.7612	3.7612	3.8545	3.7862
"LOC102546226"	3.6925	3.6868	3.8107	3.8706	3.6181	3.6409
"LOC102546294"	5.1305	4.9966	5.1348	4.9467	5.0911	5.0502
"LOC102546299"	3.4858	3.8724	3.5831	3.6201	3.6609	3.6724
"LOC102606465"	6.8161	6.9056	7.0395	8.2452	7.9636	8.1118
"LOC102723335"	4.3417	3.8724	4.0532	4.2687	4.2625	4.1827
"LOC102723380"	5.1723	5.0635	5.0352	4.8997	4.8471	5.1073
"LOC102723409"	4.1274	4.0419	4.3801	4.1019	4.0901	4.0125
"LOC102723448"	3.3605	3.3747	3.3406	3.2036	3.1693	3.4393
"LOC102723493"	4.0616	3.7438	3.8619	3.8414	3.8542	3.8489
"LOC102723526"	4.7521	4.5793	4.6621	4.6681	4.6681	4.7196
"LOC102723645"	3.4537	3.3449	3.3667	3.3489	3.2659	3.2868
"LOC102723648"	3.0824	3.1993	3.09	3.158	3.089	3.1514
"LOC102723661"	4.8271	4.7895	4.8361	4.7926	4.7519	4.8757
"LOC102723684"	3.3129	3.1742	3.2136	3.3823	3.1627	3.3512
"LOC102723692"	5.7138	5.4141	5.498	5.4973	5.543	5.5956
"LOC102723701"	6.249	6.1008	6.2464	6.1085	6.2576	6.3612
"LOC102723704"	3.6414	3.9882	3.6583	3.5909	3.8346	3.9385
"LOC102723721"	5.214	5.5379	5.4842	5.3374	5.3419	5.4361
"LOC102723757"	5.4615	5.3763	5.3601	5.4652	5.4777	5.4967
"LOC102723779"	4.2796	4.1381	4.3122	4.3038	4.5322	4.4868
"LOC102723809"	3.3353	3.2642	3.2084	3.3595	3.2296	3.1955
"LOC102723831"	4.0848	3.9367	3.9516	3.8353	3.9857	4.0277
"LOC102723864"	6.5258	6.5574	6.4728	6.7349	6.8664	6.6693
"LOC102723886"	4.8704	4.6838	4.7468	4.6591	4.7375	4.9394
"LOC102723927"	4.5752	4.4166	4.1583	4.4294	4.6317	4.6128
"LOC102723932"	5.1705	5.0846	5.2525	5.0741	5.1068	5.3828
"LOC102724009"	5.6484	5.5818	5.5863	5.5769	5.3961	5.6238
"LOC102724030"	4.6169	4.5736	4.5825	4.4055	4.6718	4.6591
"LOC102724094"	5.5332	5.5332	5.6287	5.619	5.848	5.8062
"LOC102724156"	6.1716	6.3893	6.1185	6.1914	6.1549	6.2168
"LOC102724162"	4.6561	4.2894	4.6255	4.2894	4.3967	4.3511
"LOC102724165"	5.7523	5.9733	5.8657	5.9287	6.0365	5.956
"LOC102724201"	3.1939	3.2237	3.302	3.2146	3.3697	3.1084
"LOC102724275"	5.9509	6.5032	6.0609	6.0473	6.0949	6.1629
"LOC102724312"	5.5441	5.6043	5.4258	5.2268	5.462	5.4534
"LOC102724323"	5.0085	5.1539	5.0814	5.0432	4.9189	4.9098
"LOC102724356"	7.5427	7.8675	7.8802	7.8043	7.7581	7.8173
"LOC102724362"	5.0177	4.8885	4.9543	4.862	4.8148	4.8335
"LOC102724382"	3.2934	3.299	3.2065	3.2253	3.2461	3.2709
"LOC102724434"	4.0349	3.8795	3.7962	4.1951	4.005	4.069
"LOC102724449"	3.6946	3.7717	3.9277	3.6163	3.3065	3.6252
"LOC102724511"	4.6135	4.1636	4.6135	4.0993	4.3502	4.2214
"LOC102724587"	3.457	3.4578	3.4488	3.5519	3.6474	3.615
"LOC102724612"	3.7204	3.9111	4.0359	3.8484	4.0046	4.213
"LOC102724689"	3.4752	3.3493	3.5158	3.3839	3.4119	3.2738
"LOC102724699"	6.5699	6.5439	6.4187	6.4311	6.471	6.4442
"LOC102724782"	5.1294	5.6241	5.1156	5.8444	5.5669	5.3975
"LOC102724814"	4.8473	4.8762	4.9583	4.8595	4.8431	4.9027
"LOC102724851"	3.7582	3.854	3.7081	3.8513	3.946	3.8151
"LOC102724880"	6.7314	6.5416	6.3859	7.0282	6.9818	7.0283
"LOC102724927"	3.3067	3.1875	3.2386	3.2193	3.2592	3.2059
"LOC102724938"	3.3845	3.7053	3.6386	3.5558	3.6261	3.6261
"LOC102725017"	6.1968	6.2387	6.1361	6.4638	6.2255	6.314
"LOC102725022"	5.2658	5.2384	5.3075	5.1079	5.1547	4.9699
"LOC102725116"	3.1993	3.1953	3.1743	3.1512	3.1917	3.2793
"LOC102800447"	3.4863	3.4115	3.4924	3.5123	3.5056	3.4537
"LOC103344931"	7.313	7.3521	7.4668	7.9551	7.9568	7.8968
"LOC105369167"	4.4828	4.357	4.4695	4.2832	4.5852	4.5105
"LOC105369553"	4.6274	4.5241	4.4632	4.3674	4.4385	4.6692
"LOC105369748"	6.4487	6.211	6.4203	6.2886	6.4954	6.3962
"LOC105369860"	3.0823	3.1458	3.0584	3.2025	3.045	3.1554
"LOC105369974"	3.8294	3.8475	3.8659	3.6973	3.8299	3.9717
"LOC105370424"	3.8551	3.8134	4.153	3.817	4.114	4.0722
"LOC105370475"	3.9271	3.7147	4.0228	4.0165	3.8776	4.0277
"LOC105370549"	3.9655	3.9443	3.7416	3.8334	3.8335	3.8181
"LOC105370612"	3.2284	3.0762	3.2384	3.2746	3.2481	3.2364
"LOC105370613"	3.7216	3.5556	3.5476	3.2941	3.718	3.4537
"LOC105370622"	4.5535	4.5656	4.6429	4.3627	4.4605	4.6573
"LOC105370629"	3.6831	3.5004	3.4907	3.5849	3.5965	3.5738
"LOC105370697"	3.7789	3.2834	3.5931	3.3812	3.3174	3.3866
"LOC105370737"	2.9192	2.8881	2.7946	2.9126	2.7922	2.8293
"LOC105370746"	5.4645	5.2874	5.3847	5.4048	5.418	5.4596
"LOC105370832"	3.2885	3.3912	3.4523	3.2534	3.4451	3.4115
"LOC105371352"	3.7899	3.8549	3.8321	4.0359	3.7173	3.7728
"LOC105371622"	4.2386	4.4992	4.3811	4.2115	4.2489	4.2432
"LOC105371708"	4.7761	4.8011	4.7429	4.7054	4.6458	4.5988
"LOC105371967"	3.6477	3.2697	3.4329	3.7157	3.6072	3.7153
"LOC105372069"	3.6158	3.817	3.6631	3.4101	3.6667	3.5494
"LOC105372404"	4.189	3.907	3.9812	3.8342	3.994	3.83
"LOC105372520"	3.4173	3.3026	3.5097	3.291	3.5993	3.4828
"LOC105372547"	3.7489	3.6692	3.7099	3.6955	3.619	3.7456
"LOC105372761"	5.6198	5.5308	5.8038	5.3245	5.484	5.624
"LOC105372762"	3.1914	3.2956	3.3325	3.37	3.2966	3.382
"LOC105372881"	5.5443	5.4968	5.587	5.4487	5.5638	5.557
"LOC105372953"	4.9779	4.9857	4.766	4.806	4.8864	4.9605
"LOC105372969"	3.2362	3.1215	2.9832	2.9342	3.0554	3.2231
"LOC105373065"	4.6283	4.4755	4.469	4.5522	4.5083	4.8372
"LOC105373150"	4.6208	4.6224	4.5971	4.7481	4.8479	4.8511
"LOC105373383"	6.9625	6.9971	6.7765	7.5781	7.415	7.3673
"LOC105373418"	5.205	5.0671	4.8062	4.9083	5.0396	4.889
"LOC105373460"	2.8616	2.8962	2.905	2.9224	2.8197	2.8639
"LOC105373738"	3.1659	3.1984	3.194	3.2981	2.9901	3.4053
"LOC105373860"	3.3162	3.5013	3.2869	3.2456	3.2795	3.3953
"LOC105373942"	3.9774	3.9698	3.9401	4.0428	3.9467	4.066
"LOC105373958"	5.8361	5.7131	5.6407	5.6992	5.7128	5.8415
"LOC105374042"	2.7458	2.8811	2.8995	2.8114	2.9093	2.8454
"LOC105374325"	5.0495	4.9662	4.874	4.7217	4.8051	4.7962
"LOC105374419"	3.2839	3.304	3.2958	3.4884	3.3685	3.4115
"LOC105374676"	3.9819	3.9037	4.1426	3.8122	3.9216	3.8544
"LOC105374690"	6.0376	5.5863	5.6267	5.3986	5.7402	6
"LOC105374768"	3.7828	3.742	3.9349	3.7186	3.7781	3.712
"LOC105374809"	6.0203	5.7174	5.8967	6.4891	6.2467	6.2982
"LOC105374895"	3.7649	3.819	3.88	3.6855	3.931	4.0129
"LOC105374928"	3.2654	3.1886	3.2022	3.2747	3.1733	3.4319
"LOC105374989"	3.3697	3.4042	3.2985	3.3597	3.4509	3.3344
"LOC105375026"	5.4475	5.125	5.064	4.9622	5.064	5.2175
"LOC105375172"	3.089	3.2356	2.9939	2.9889	3.1963	2.9366
"LOC105375240"	4.0552	3.943	3.9656	3.99	3.9805	3.9111
"LOC105375273"	3.3836	3.4717	3.3334	3.3571	3.4288	3.2194
"LOC105375483"	3.9982	4.2405	3.961	3.8956	4.0536	4.1235
"LOC105375531"	4.7964	4.5694	4.7773	4.5849	4.7323	4.7353
"LOC105375677"	3.7396	3.6816	3.719	3.8706	3.9679	3.8257
"LOC105375839"	3.4119	3.4769	3.5906	3.4563	3.5676	3.4024
"LOC105375875"	3.6448	3.4719	3.4701	3.3514	3.7704	3.594
"LOC105376037"	3.2652	3.4802	3.0206	3.5443	3.2326	3.2592
"LOC105376072"	4.3073	4.2861	4.2549	4.3249	3.9927	4.3888
"LOC105376100"	3.5588	3.5148	3.5559	3.6657	3.5136	3.4537
"LOC105376166"	6.3185	6.6664	6.4245	6.6656	6.5956	6.7622
"LOC105376292"	6.6896	6.3964	6.4882	6.4143	6.5522	6.5169
"LOC105376379"	5.4236	5.2876	5.3107	5.0637	5.2077	5.2255
"LOC105376796"	6.6579	6.7515	6.6183	6.7617	6.9217	6.7103
"LOC105376944"	4.135	4.1653	4.1498	4.1594	4.2151	4.1876
"LOC105377276"	3.4947	3.2313	3.4749	3.4967	3.4749	3.3299
"LOC105377371"	4.0302	4.4171	4.023	4.3798	4.2601	4.3104
"LOC105377421"	3.126	3.0529	2.958	3.0252	2.7985	3.0192
"LOC105377443"	3.9832	3.515	3.9301	3.6882	3.6735	3.7705
"LOC105377458"	2.7741	2.9989	2.9529	2.9197	2.8123	3.0093
"LOC105377468"	4.2506	4.2358	4.1383	4.219	4.0673	4.194
"LOC105377776"	4.1182	3.6874	3.907	3.9612	3.9825	3.9361
"LOC105377832"	4.3447	4.3725	4.2969	4.4133	4.3957	4.405
"LOC105377925"	2.7952	2.7401	2.7505	2.7872	2.6959	2.7015
"LOC105377938"	3.3906	3.4442	3.6085	3.4018	3.6091	3.4321
"LOC105378052"	4.2961	4.4957	4.2757	4.1472	4.5755	4.5464
"LOC105378130"	4.6589	4.3086	4.5887	4.185	4.0788	4.3542
"LOC105378311"	3.238	3.0891	3.0425	2.9783	3.0775	3.0642
"LOC105378382"	4.2651	4.3117	4.3074	4.3142	4.3934	4.2505
"LOC105378419"	4.2539	4.1937	4.2405	4.0883	4.1768	3.9545
"LOC105378568"	7.5496	7.5089	7.4846	7.5065	7.6832	7.7119
"LOC105378702"	5.2825	4.9961	5.1203	5.1053	4.9783	5.3718
"LOC105378732"	3.979	3.7971	3.9283	3.7332	3.952	3.6439
"LOC105378749"	3.2474	3.4804	3.195	3.1625	3.0805	3.0482
"LOC105378997"	4.0939	3.876	3.9107	3.684	3.7848	3.8004
"LOC105379143"	3.0791	3.0013	3.089	3.0509	3.003	3.1036
"LOC105379178"	4.8733	4.6659	4.6491	4.7452	4.5852	4.5766
"LOC105379186"	6.2171	6.1049	6.0869	6.0181	6.177	6.0124
"LOC105379426"	9.0234	9.0597	9.162	9.04	9.1215	9.1286
"LOC115110"	6.2902	6.091	6.3546	5.9741	6.3565	6.3342
"LOC142937"	4.9631	5.0044	4.8156	4.9877	5.1144	5.0387
"LOC145474"	4.2822	4.0096	4.0574	3.9476	3.9115	4.0162
"LOC145678"	3.8107	3.7967	3.9674	3.8107	3.859	3.9397
"LOC145694"	4.7186	4.6493	4.8894	4.8539	5.4005	4.9213
"LOC145845"	4.067	3.9331	4.0988	3.8935	3.9671	4.1245
"LOC145945"	5.3656	5.1531	5.3514	5.337	5.457	5.3715
"LOC146513"	3.5661	3.5316	3.5807	3.532	3.5988	3.4537
"LOC146795"	4.3848	4.4055	4.3658	4.4054	4.6438	4.4802
"LOC146880"	4.8331	4.678	4.7434	4.6562	4.7748	4.8966
"LOC147004"	3.9274	4.0359	3.8408	3.9828	4.1321	4.0934
"LOC147791"	5.3998	5.434	5.5235	5.5651	5.0789	5.2666
"LOC148413"	8.9214	9.0003	8.8624	9.2002	9.1179	9.1361
"LOC148696"	5.0441	5.0447	4.8649	4.7446	4.8302	4.7304
"LOC148709"	4.1937	4.3825	4.3831	4.2961	4.3272	4.3975
